"",ticker,名称,注册地,成立日期,行业,员工人数,公司介绍,港股通,市值(港元),股息率TTM(%),PE,PB
1462,01957,中国大人国际有限公司,Cayman Islands 开曼群岛（英属）,2019-01-03,纺织及服饰,450.0,"中国大人国际有限公司总部位于马来西亚南部地区新山市,主要于马来西亚及新加坡从事采购、批发、供应及营销可印花服装及礼品产品。根据Frost&Sullivan报告,本公司于2018年就收益而言为马来西亚最大的可印花服装供应商,拥有约27.7%的市场份额。本公司拥有T恤衫、制服、夹克及其他(包括其他休闲装及配件)等众多产品组合,尺寸、颜色及款式多样,主要以‘空白’或未经装饰的形式出现,没有印记或装饰,客户可用设计及标志装饰本公司的产品从而销售予各类消费者。自于1995年成立以来,凭藉逾20年的市场地位,本公司已累积庞大且多元化的客户基础,于往绩记录期间于马来西亚及新加坡拥有约为16,800名客户。凭藉本公司成熟及庞大的客户基础,自2015年起,本公司扩大产品组合,提供主要用于企业营销及广告的礼品及推广物品种类。MBV International Limited总部位於马来西亚南部地区新山市,主要於马来西亚及新加坡从事采购、批发、供应及营销可印花服装及礼品产品。根据Frost & Sullivan报告,本公司於2017年就收益而言为马来西亚最大的可印花服装供应商,拥有约25.3 %的市场份额。本公司拥有T恤衫、制服、夹克及其他(包括其他休闲装及配件)等众多产品组合,尺寸、颜色及款式多样,主要以「空白」或未经装饰的形式出现,没有印记或装饰,客户可用设计及标志装饰本公司的产品从而销售予各类消费者。自於1995年成立以来,凭藉逾20年的市场地位,本公司已累积庞大且多元化的客户基础,於往绩记录期间於马来西亚及新加坡拥有约为14,000名客户。凭藉本公司成熟及庞大的客户基础,自2015年起,本公司扩大产品组合,提供主要用於企业营销及广告的礼品及推广物品种类。本集团总部位於马来西亚南部地区新山市,主要於马来西亚及新加坡从事采购、批发、供应及营销可印花服装及礼品产品。根据Frost & Sullivan报告,公司於2017年就收益而言为马来西亚最大的可印花服装供应商,拥有约25.3 %的市场份额。公司拥有T恤衫、制服、夹克及其他(包括其他休闲装及配件)等众多产品组合,尺寸、颜色及款式多样,主要以「空白」或未经装饰的形式出现,没有印记或装饰,客户可用设计及标志装饰公司的产品从而销售予各类消费者。自於1995年成立以来,凭藉逾20年的市场地位,公司已累积庞大且多元化的客户基础,於往绩记录期间於马来西亚及新加坡拥有约为14,000名客户。凭藉公司成熟及庞大的客户基础,自2015年起,公司扩大产品组合,提供主要用於企业营销及广告的礼品及推广物品种类。",False,1.507200e+08,NaN,3.418937,0.363989
1463,01958,北京汽车股份有限公司,中国,2010-09-20,汽车,31885.0,"北京汽车股份有限公司(简称:北京汽车/BAICMOTOR)成立于2010年9月28日,于2014年12月19日在香港联交所主板挂牌上市(股票代码:1958.HK),是北京汽车集团有限公司乘用车整车资源聚合和业务发展平台。主要业务涵盖乘用车研发、制造、销售与售后服务,乘用车核心零部件生产、汽车金融等业务。",True,1.418715e+10,NaN,-6.034070,0.224962
1464,01959,世纪联合控股有限公司,Cayman Islands 开曼群岛（英属）,2018-10-04,专业零售,488.0,"世纪联合控股有限公司(‘世纪联合’)成立于一九九九年,为中国广东省大湾区一站式综合性汽车服务提供商,专注于新能源汽车品牌、中高档中外合资及国际品牌,是大湾区领先的汽车经销商集团。公司主要透过大湾区运营38家汽车门店,目前公司经营的汽车品牌包括:广汽埃安、零跑汽车、长城欧拉、大众ID、东风新能源、电动屋、钇为新能源、北汽极狐、飞凡汽车、昊铂等十个电动车品牌;及捷豹路虎、凯迪拉克、东风日产、北京现代、一汽丰田、一汽大众、东风启辰、雪佛兰、大众新捷达及别克。作为广东省大湾区一站式综合性汽车服务提供商,世纪联合透过打造综合性汽车服务生态链,为客户提供全面的汽车相关产品及服务,包括为客户提供新车、销售业务、售后维修业务、保险代理业务、二手车业务、网约车出行业务、新能源车充电网络建设,拥抱新能源,走进大湾区,致力为客户创造美好出行。",False,1.600606e+09,NaN,-28.049306,17.343401
1465,01960,TBK & Sons Holdings Limited,Cayman Islands 开曼群岛（英属）,2018-11-08,建筑,461.0,"TBK & Sons Holdings Limited自二十世纪七十年代起於马来西亚承接石油及天然气行业的土木及结构工程,为一间历史悠久的土木及结构工程承包商。本集团在建造业发展局注有B类、CE类及ME类G7级资格,其为建造业发展局项下最高承包商牌照,并让本集团得以承接无限制投标╱合约价值的土木及结构工程。本集团的土木及结构工程服务一般涉及(i)土方工程、拆卸工程以及临时设施及基础设施建筑工程等工地准备工程,包括建造临时工地办事处、食堂及仓库等;(ii)处理厂的土木工程,包括钢筋混凝土地基、管道支架、池塘、井坑、地下及露天渠务网络、铺路工程(包括使用砾石、混凝土及沥青)及相关厂房土木维护工程;及(iii)石油及天然气行业的建筑工程(包括兴建分站、工地辅助室、车间及贮存用楼宇等)。石油及天然气行业的土木及结构工程有别於其他行业的土木建筑工程,乃主要由於严格的健康、安全、保安及环境要求以及高质量标准。视乎客户的要求以及项目的性质及复杂程度,本集团可能担当总承包商或分包商以提供该等服务。该公司的历史可以追溯到1975年5月v,当时已故的奥巴马先生。陈博威,成立了谭博威和儿子在马来西亚作为一个土木工程承包商进行业务。已故的先生。谭博克韦的勤奋和强烈的职业道德使他能够在公司成立后的最初几年在迪克森港的两家主要石油公司找到工作。自那时以来,TBksSB主要侧重于民用工程项目,用于建造各种基础设施、地基、选址、道路和排水工程,以及石油和天然气行业内的建筑工程项目,并与国家和国际石油和天然气公司建立了关系。迄今为止,TBksSB作为土木工程承包商积累了40多年的行业经验,已成为马来西亚石油和天然气行业的主要土木工程承包商之一。尽管石油和天然气行业有严格的健康、安全、安保和环境要求以及高质量的标准,但TBksSB公司保持了良好的安全记录,并得到了客户的认可,项目业绩和符合健康和安全要求。",False,6.400000e+08,NaN,-12.150786,4.268312
1466,01961,多牛科技国际(开曼)集团有限公司,Cayman Islands 开曼群岛（英属）,2018-02-05,软件服务,108.0,"多牛科技国际(开曼)集团有限公司是中国数字娱乐内容提供商。公司成立于二零一一年,并提供多元化内容组合,包括:(i)主要以安卓操作系统畅玩的手机游戏、(ii)电子杂志及(iii)其他数字媒体内容如漫画及音乐。公司于二零一六年至二零一九年主要专注的休闲手机游戏外,公司亦自二零一七年起开展精品手机游戏的开发及运营并于二零一九年一月推出首款多玩家手机游戏(为一款授权游戏)。自二零一八年起,公司亦与公司客户合作,其利用公司提供的游戏广播时间播放其媒体内容,以作广告之用。",False,2.129473e+08,NaN,-3.274017,1.574539
1467,01962,训修实业集团有限公司,Cayman Islands 开曼群岛（英属）,2016-05-19,纺织及服饰,23692.0,"训修实业集团有限公司成立于1962年,是全球领先的发饰品制造商之一。经过数十年发展,凭借对行业和市场的深厚理解、对产品质量的严格把控,以及全面丰富的产品组合,集团在全球假发主要市场竞争力位居前列。2017年7月,训修实业集团有限公司在香港联交所主板上市,股票代码:01962.hk。集团总部设在香港,另外在中国和孟加拉分别设有两个生产中心和六个生产中心。集团在全球雇员人数超过30,000名,分布于孟加拉、中国香港、中国、美国、日本多个国家及地区。随着消费者时尚意识的不断提升,万圣节以及COSPLAY文化的日益流行,全球发饰品市场持续增长。集团设计、制造及向其销售一系列由合成纤维及人发制成的发饰品,包括假发、发饰、辫子及高档人发接发产品。集团针对不同种族群体及万圣节市场设计产品组合,能更好地顺应潮流趋势,抓住不同细分市场的客户,于美国、英国、中国、日本及南非等主要市场均占有份额。根据弗若斯特沙利文报告,2016年,集团化纤发饰品的销售额全球排名第五。",False,3.053674e+08,10.000000,9.999259,0.387881
1468,01963,重庆银行股份有限公司,中国,1996-09-02,银行,5365.0,"重庆银行股份有限公司成立于1996年,是西部和长江上游地区成立最早的地方性国有股份制商业银行之一。按照市政府制定的“龙虾三吃”发展战略,2013年11月6日在港交所成功挂牌上市,成为全国城商行中首家在港交所主板成功上市的内地城商行。2021年2月5日,成功登陆上交所主板,成为西部首家“A+H”上市城商行。近年来,重庆银行在社会各界的关心帮助下,逐渐发展成为一个业务结构优、资产质量好、盈利能力强、发展潜力大的商业银行。截至2024年12月31日,不良贷款率、资本充足率等风险管理指标保持在行业较优水平,监管指标全面达标。近年来,重庆银行企业品牌形象全面提升,成为第一家在港交所定向增发的内地上市城商行。在英国《银行家》杂志全球银行1000强排名中连续10年位居前300强;A股先后纳入上证沪股通指数样本、富时罗素旗舰指数;被中央文明委评为“全国文明单位”;连续3年入选国务院国资委双百企业名单并获评优秀。截至2024年12月31日,重庆银行下设199家分支机构,网点覆盖了重庆市所有区县,并先后在成都、贵阳、西安设立了分支行。",True,2.737977e+10,5.736883,4.593987,0.454145
1469,01965,朗诗绿色生活服务有限公司,Cayman Islands 开曼群岛（英属）,2020-12-01,地产,2756.0,"朗诗绿色生活服务有限公司(以下简称“朗诗绿色生活”)成立于2005年,是一家扎根长三角、布局全国,快速成长的绿色生活服务提供商。\r\n朗诗绿色生活连续多年获得“中国物业服务百强企业”“中国物业服务百强服务质量领先企业”“华东物业服务领先品牌”等荣誉,2024年位列中国物企百强第22位。朗诗绿色生活倡导通过社区的绿色运营来持续改善人居生活体验,2020年8月,上海朗诗虹桥绿郡项目获得全球首个BREEAM In-UseV6住宅类项目运营认证。\r\n依托十余年专业绿色社区运营服务经验,朗诗绿色生活坚持以客户导向,致力于打造及营运温情社区,为广大客户提供多元化的物业管理服务、非业主增值服务以及社区增值服务,服务项目涵盖住宅、办公大楼、租赁性公寓、公共设施、产业园区、医院及银行网点等多种业态。\r\n截至2024年12月31日,朗诗绿色生活已进驻全国36个城市,在管项目达到188个,在管面积达到2862万㎡,合约面积达到3362万㎡,服务业主数量超过23万户。",False,6.407934e+07,NaN,-0.180963,-1.070395
1470,01966,中骏集团控股有限公司,Cayman Islands 开曼群岛（英属）,2007-11-30,地产,5860.0,"中骏集团控股有限公司创办于1987年,总部设于上海,是一家专注于房地产开发及相关业态的综合性城市运营服务商;集团于2010年2月在香港联交所主板成功上市,股票代码01966.HK。中骏集团业务体系涵盖住宅开发、商业地产、长租公寓、文化旅游地产、产业地产,大型购物中心的营运管理、住宅与公共设施的物业管理、教育、健康管理等业务板块,以及基金管理及投资等金融服务。中骏集团雇佣员工超过10000人,连续6年进入“中国房地产开发企业50强”,连续5年进入“财富中国500强企业”。2020年,中骏集团销售规模超过1000亿人民币。中骏集团经过30余年的积累与沉淀,在住宅开发主营业务持续高速增长的同时,开启了中骏商管智慧服务和方隅长租公寓两个新的核心业务。",False,3.293929e+08,NaN,-0.039819,-0.208887
1471,01967,信恳智能控股有限公司,Cayman Islands 开曼群岛（英属）,2018-12-07,工业工程,367.0,"信恳智能控股有限公司成立于2000年3月,是在中国提供印刷电路板组装(‘PCBA’)的全面装配及生产服务的EMS供货商,业务范围包括研究及设计、\r\n挑选及采购原材料、装配及生产PCBA、质量控制、测试、物流及售后服务。\r\n公司的产品包括一般可应用于四种主要类型,即(i)电讯;(ii)工业用途;(iii)物联网;及(iv)其他电子终端产品的PCBA。\r\n公司于2010年通过ISO9001:2008质量体系认证;2012年通过ISO14001:2004环境管理体系认证,并获国家高新技术企业认证;2017年通过\r\nIATF16949国际汽车行业质量管理体系。\r\n企业理念:诚信、创新、和谐。\r\n企业质量方针:以诚为信,勤勤恳恳,通过公司不断的努力来增强客户的满意。",False,1.260000e+08,NaN,-17.936860,0.412339
1472,01968,兴纺控股有限公司,Cayman Islands 开曼群岛（英属）,2017-11-03,纺织及服饰,353.0,"兴纺控股有限公司主要从事制造及销售梭织牛仔布业务。公司成立于1981年,是一家历史悠久的牛仔布制造商,主要为某着名美国服装品牌的牛仔服装生产牛仔布。公司利用公司的织造技术,以中高端市场为目标,发展牛仔布设计、制造和销售业务。通过垂直整合,公司在中国广东整合了纺织、浆染及后整理业务。有赖公司制造各式各样牛仔布的悠久历史及丰富经验,公司具备生产非弹性、弹性纯棉及弹性混合牛仔布的技术诀窍。公司能够应用不同物理特质的纱线,及)混合不同靛蓝染料,配上特别设计及严格监控的染整工程序,供应各款弹性牛仔布,以生产独特靛蓝色调和外观的牛仔成衣,公司对此深感自豪。公司开发及制造牛仔布时采取积极方针,矢志为牛仔成衣打造市场新趋势。公司的产品设计及开发均获服装品牌认可。",False,1.171200e+08,NaN,-4.150836,0.508528
1473,01969,中国春来教育集团有限公司,Algeria 阿尔及利亚,2017-11-15,支援服务,5800.0,"中国春来教育集团有限公司成立于2004年,集团旗下现有商丘学院、安阳学院、商丘学院应用科技学院(商丘学院开封校区)、安阳学院原阳校区、荆州学院、苏州科技大学天平学院(合作办学)、湖北健康职业学院等学校。2018年9月,集团于香港联交所主板上市,股票代码:01969.HK。办学二十多年来,春来人满怀着对教育事业的热忱,在党和国家的政策支持及各级党委政府的关怀下,集团的办学实力、办学水平不断提升,办学特色和办学成效进一步彰显,赢得了上级主管部门和社会各界的广泛认可。集团始终秉持“以人为本,德育为先,能力为重,质量为根,传承创新,服务社会,追求卓越”的办学理念,全面实施“质量立校、人才强校、特色兴校、依法治校”的发展战略,聚教坛良师,务本求道,致力于打造享誉中外的民办教育品牌。多年来,集团下属各校为国家和社会输送了数以万计的毕业生和社会主义建设人才。集团及旗下高校多次获得品牌影响力教育集团、中国最具影响力的民办学校、中国民办教育30强、民办教育办学先进单位、高等教育教学工作先进集体、文明学校、中国最具品牌价值独立学院、最美大学校园等诸多赞誉,收获了作育英才的喜悦,也更加坚定了公司立德树人的信心。集团正以昂扬的斗志、坚定的步伐迈向民办教育事业更加辉煌的明天。",True,3.672000e+09,NaN,4.006105,0.725800
1474,01970,"IMAX China Holding, Inc.",Cayman Islands 开曼群岛（英属）,2010-08-30,媒体及娱乐,99.0,"IMAX China Holding, Inc.是一家全球领先的娱乐技术公司,专注于电影技术和大格式电影放映。自1968年起,IMAX一直致力于浸入式影院观影体验的发展,以创新文化为企业核心。从开创体育场式座位布局,开发世界上分辨率较高的摄影机,到公司引以为豪的激光放映技术以及与全球优秀电影人之间的合作,IMAX公司在业界始终别具匠心。遍布全球的IMAX影院网络是好莱坞电影非常重要且成功的影片发行平台。IMAX影院利用专有的IMAX、IMAX3D和IMAXDMR技术,提供全球优质的电影体验。自1970年起,超过4.5亿人体验过IMAX电影的魅力。公司在全球超过80个国家和地区拥有1500多家IMAX影院(注:相关数据来源于公司内部统计)。世界各地的地标娱乐中心、商业化多厅式影城以及一些知名教育机构里,都有公司的身影。为了不断超越电影制作伙伴、院线和粉丝的期望,IMAX一直致力于继续推动电影技术的突破和向前发展。IMAX公司是一家在纽约证券交易所(纽交所代码:IMAX)公开交易的上市公司。",False,2.831261e+09,NaN,10.837336,1.208553
1475,01971,弘阳服务集团有限公司,Cayman Islands 开曼群岛（英属）,2019-12-12,地产,2799.0,"弘阳服务集团有限公司(股票代码:01971.HK),香港联合交易所主板上市企业,具有国家一级物业管理资质,中国物业管理协会理事单位,是弘阳集团旗下集住宅物业服务、商业物业服务、地产服务、资产管理、科技开发和生活服务六大业务板块为一体的综合型、科技型物业服务集团。未来,集团将不断提升核心竞争力,继续拓展品牌影响力,秉承“让生活更有温度”的初心,通过以诚待客和卓越服务,让弘阳服务成为一家受人尊敬的美好生活运营服务商。",False,1.597750e+08,NaN,71.481386,0.157947
1476,01972,太古地产有限公司,中国香港特别行政区,1972-11-03,地产,5800.0,"太古地产有限公司于1972年在香港成立,于香港、中国内地、新加坡及美国均有投资。公司秉持诚信为本、独具创见、高瞻远瞩及注重质量的核心价值,透过发展及管理大型综合项目、将其发展为都市核心地标,持续创造长远价值。太古地产(股份代号:1972)于2012年在香港联合交易所主板上市。",True,1.441674e+11,4.432907,-38.301652,0.532632
1477,01973,深圳市天图投资管理股份有限公司,中国,2010-01-11,其他金融,72.0,"深圳市天图投资管理股份有限公司是一家专注于中国消费领域的领先私募股权投资机构,走深度研究和专业化之路,我们对消费品公司拥有深入理解的同时积累了丰富的行业资源,并已经形成了系统化的投资理论和方法。我们的投资涵盖了多个细分行业的头部品牌,是对中国消费品行业有重大影响力的专业投资管理机构。我们的出资人包括保险公司、银行、上市公司、政府引导基金等机构投资者以及高净值人士,我们致力于发现和投资具有持久价值的优秀企业,并作为深度投资者提供增值服务,成就伟大企业的同时为投资人创造出色的回报。",False,1.808811e+09,NaN,-26.606833,0.253662
1478,01975,新兴印刷控股有限公司,Cayman Islands 开曼群岛（英属）,2017-01-17,工用支援,587.0,"新兴印刷控股有限公司为一站式印刷服务的供应商。凭借公司超过40年的专业和丰富经验,致力为客户提供全面、周到及高质素的印刷服务,包括:印刷方案咨询、柔版印刷、胶版印刷、印后加工及付运。而产品以纸类印刷品为主,可为客户度身订造各种复杂程度、大小、质量及数量的多元化印刷品。公司的印刷品应用广泛,遍及不同的消费产品市场,以及用于宣传、广告及教育等用途。位于惠州的厂房设备完善,备有逾600台自动生产机器及设备,为世界各地的客户服务,以满足不同的印刷需要。",False,2.088000e+08,10.344828,-2.355383,0.562158
1479,01977,安乐工程集团有限公司,Bermuda 百慕大,1995-07-18,建筑,3105.0,"安乐工程集团有限公司(以及其附属公司)(‘安乐工程’或‘本集团’)成立于1977年,为领先的机电工程与智慧城市的资讯及通讯科技服务供应商,总部设于香港,业务遍及澳门、中国内地、美国及英国。本集团为不同行业,包括公共和私营的客户提供跨专业、综合性的机电工程和技术服务,涵盖屋宇装备工程、环境工程、信息、通讯及屋宇科技(‘ICBT’),以及升降机及自动梯。公司的母公司安乐工程集团有限公司于1995年注册成立,并于2019在香港交易所上市(股份代号:1977)。公司参与多个非常复杂的地标项目,当中包括为港珠澳大桥提供机电工程服务、香港首个有机资源回收中心、全球最大之一的化学强化一级污水处理设施,位于昂船洲为香港提供经处理后的净水;创新出入境生物辨识身份检查系统令香港国际机场成为全球最佳机场之一;为香港科学园装置智能设施,满足创新产业对屋宇装备的极高要求。香港中环至半山自动梯及人行道系统的更新工程,为项目沿途社区增添活力及新元素;以及大型企业数据中心和为全球客户提供升降机及自动梯服务。由一家机电工程器材的贸易公司开始,安乐工程现已成为一间为公营和私营企业客户,提供多元化设计、供应、建造、营运及维修保养服务的机电工程集团。公司拥有城市基建所需的专业经验,及不断提升城市工作与生活质量的系统、基建设施和数码技术。公司的主要业务是屋宇装备工程,其中包括数据中心及医疗和基建,和环境工程、资讯、通讯及屋宇科技,以及升降机及自动梯。在各项业务中,公司的工程和技术团队全凭创意与实践,为现今城市发展所产生的复杂问题,提供有效的解决方案。公司于各业务范畴提供全面的专业知识,因应客户需求量身订造解决方案,其中包括香港政府、铁路系统、证券交易所、发展商、医院、大学和大型环保管理设施等。于内地和澳门特别行政区,公司致力提供先进的废水处理方案,参与大型零售、酒店、住宅综合项目,以及位于广州附近、具备一流设施的赛马训练中心。公司与香港共同成长,与此同时,随着中国内地城市发展及对基建设施的需求日增,20年内经济增长速度为全球最快之一,公司也将业务扩展至中国内地。公司的竞争优势在于公司能够跨范畴合作,为客户提供创新的解决方案,并且一直坚守最高质量、安全和环保标准,声誉良好。公司抱着可持续发展理念开发相关的系统和服务,为社会提供洁净水,节约能源,并于基建设施的系统和服务应用先进技术。",False,1.414000e+09,4.554455,10.578527,0.624949
1480,01978,叙福楼集团有限公司,Cayman Islands 开曼群岛（英属）,2017-06-09,旅游及消闲设施,1672.0,"叙福楼集团有限公司的历史可追溯至二十世纪八十年代,当时公司的中国菜餐厅‘丽阁酒楼’、‘嘉禾大酒楼’及‘淘大酒楼’在香港不同地区进行营业。凭藉经营该等餐厅所获得的行业经验,本集团于一九八六年在香港窝打老道首次以‘叙福楼’品牌经营餐厅。‘叙福楼’将自身定位为一间供应粤式佳肴美点及海鲜的精品酒楼,凭藉精益求精及艺术性从传统的主流粤式餐厅中脱颖而出,多年来获奖无数。‘叙福楼’连锁于二十世纪八十年代名声鹊起,其地理覆盖面跨及香港20多个地区,包括铜锣湾、湾仔、上环、炮台山、鲗鱼涌、太古、赤柱、油麻地、旺角、尖沙咀、长沙湾、大角咀、蓝田、黄大仙、沙田、屯门、天水围、葵涌及葵青。于二零零七年,在黄杰龙先生的领导下,本集团推出‘御苑皇宴’品牌,这一高端婚宴服务品牌将精心准备的粤式餐饮与贴心的酒店级服务相结合。同期,本集团创立了自有品牌,包括提供沪京川菜式的‘和平饭店’及提供怀旧粤式佳肴美点的‘御苑’。于二零零八年,本集团成立了子公司-株式会社有限公司,为公司菜式供应的多元化及国际化做好了铺垫。于二零一零年,本集团创办了旗下首个日本菜品牌‘牛涮锅’,该品牌主推日本涮涮锅及寿喜烧牛肉火锅放题。自二零一零年起,本集团签署了特许经营协议,将多个在原产地及世界性闻名的品牌引进香港,如日本烧肉专门店品牌‘牛角’、日本涮涮锅专门店品牌‘温野菜’及韩国铁板鸡专门店品牌‘柳氏家’。本集团将不断透过创新精神以及多年中式餐饮的运营经验持续满足公司顾客,并引领饮食潮流。",False,2.640000e+08,NaN,-42.857143,1.136794
1481,01979,天宝集团控股有限公司,Cayman Islands 开曼群岛（英属）,2015-01-27,工业工程,8000.0,"天宝集团控股有限公司始创于1979年‘股票代号:1979’,深耕电源制造领域45年,以高端化、数智化为发展方向,持续为客户提供""智能高效、安全可靠、快速响应""的产品定制研发与生产制造服务,并提供具有市场竞争力的""一站式""智能电源解决方案,多年来与众多国际知名品牌建立起长期稳固的合作关系,现已成为国际领先、诚信可靠的创新型电源集团。",False,2.740835e+09,4.586466,6.530181,1.338399
1482,01980,天鸽互动控股有限公司,Cayman Islands 开曼群岛（英属）,2008-07-28,媒体及娱乐,109.0,"天鸽互动控股有限公司(以下简称“天鸽互动”),总部位于杭州。作为中国线上直播行业的开创者之一,天鸽互动始终坚持“移动+PC”融汇全民直播的发展策略,专注于核心业务,集中发展核心直播平台。同时,海外扩张是天鸽互动重要的业务板块,已成功进军东南亚市场,以全面捕捉亚洲,以至全球移动直播行业迅速发展所带来的市场机遇。天鸽互动于2014年7月9日在香港主板上市,股票代码01980.HK。同年11月,纳入摩根士丹利资本国际指数(MSCI)中国指数;2015年3月,纳入恒生五大指数;2016年12月,纳入首批深港通,被誉为“港股互联网社交直播第一股”。",False,8.764182e+08,3.797468,-17.083827,0.366504
1483,01981,华夏集团控股有限公司,Cayman Islands 开曼群岛（英属）,2017-01-04,支援服务,2294.0,"华夏集团控股有限公司(前称为华夏视听教育集团)是一家依托于一流的影视制作业务与传媒及艺术专业高等教育业务等两大支柱业务的传媒集团,为中国民办电视节目制作行业的先驱之一。二十多年来,公司制作的电视节目赢得了不俗的人气和收视,2017年至2019年间所有制作节目首播时收视率全国排名第一。集团亦经营南京传媒学院(前称为中国传媒大学南广学院),根据中国大学校友会的统计,2016-2020年在中国传媒及艺术独立学院中排名第一。",False,1.555641e+09,6.382979,8.467020,0.629811
1484,01982,南旋控股有限公司,Cayman Islands 开曼群岛（英属）,2015-08-11,纺织及服饰,16200.0,"南旋控股有限公司成立于1990年,是中国领先的针织品制造商之一。公司为客户提供一站式服务,包括原材料开发及采购、产品设计、样品制造、优质生产、品质监控及按时发货。多年来,南旋已建立良好的企业信誉,为国际知名服装品牌提供优质针织品,公司的客户包括优衣库(UNIQLO)、Tommy Hilfiger及Lands'End等。\r\n现时,南旋的生产基地设于中国广东省惠州市及越南胡志明市郊区。公司于生产基地引入先进及高度自动化的生产设施。从日本和德国引入的全自动横编机,不但能编织复杂设计的产品,还有助提高生产效率及成本效益。羊绒纺纱及电脑化刺绣技术,则进一步提高产品质素。\r\n为使业务能持续发展,公司于2015年将生产业务进一步扩展至越南,以把握当地低成本的优势和商机。同时,积极提高设计及研发能力,在世界各地吸纳新客户以开辟新市场,为企业发展再创高峰。",False,2.484537e+09,11.467890,6.536656,0.945860
1485,01983,泸州银行股份有限公司,中国,1997-09-15,银行,1615.0,"泸州银行股份有限公司是四川省泸州市第一大商业银行。1997年9月15日,以泸州城市合作银行的名称成立为股份制商业银行,由地方财政、企业法人和个人出资共同发起设立,是全省首批组建的城市商业银行之一,于2019年6月4日由“泸州市商业银行股份有限公司”更名为“泸州银行股份有限公司”。成立之初注册资本100,763,700元,截至目前,注册资本为2,264,793,385元。前五大股东分别是泸州老窖集团有限责任公司、四川省佳乐企业集团有限公司、泸州鑫福矿业集团有限公司、泸州市财政局、泸州国有资产经营有限公司。截至2018年12月31日,拥有841名员工(包括全职雇员773名,第三方人力资源机构聘用独立合同工68名),下设27家支行以及一家位于成都的分行。",False,5.435504e+09,6.574910,3.668917,0.467921
1486,01985,美高域集团有限公司,Cayman Islands 开曼群岛（英属）,2016-01-20,软件服务,272.0,"美高域集团有限公司成立于1985年,是香港享负盛名的信息科技领导者,并于2017年成功在香港交易所主板上市(股份代号:1985.HK)。集团以丰富的经验、专业知识、诚信经营及战略伙伴关系,在业界赢得了广泛的认可与信赖。业务涵盖信息科技解决方案、人工智能解决方案、新一代人工智能企业应用引擎、企业现代化云服务、技术支持及托管服务、网络安全以及软硬件及半导体供应。美高域集团正积极布局高性能异构智算平台,倡导开源生态系统,并为各行业客户提供一站式解决方案,包括算力、算法、模型、数据及AI工具,推动技术革新和AI的产业落地。通过旗下企业的努力,美高域集团助力企业通过先进技术实现业务升级和效率提升,继续在信息科技领域中保持领先地位,同时积极扩展中国内地及东南亚市场,为各地企业的数字化转型升级提供强有力的支持。",False,4.080000e+08,7.352941,-256.281407,2.135131
1487,01986,彩客新能源科技有限公司,Cayman Islands 开曼群岛（英属）,2014-10-29,原材料,2098.0,"彩客新能源科技有限公司为香港主板上市企业(股份代号:1986.HK),是全球领先的染料/颜料/农药中间体生产商,经营历史可追溯至1997年,现拥有1500名员工。公司总部位于北京,旗下分设造纸及农业化学品中间体/颜料/ 电池材料/环保四大事业部,拥有全球最大的 DSD酸、DMSS生产基地,全球三大一硝基甲苯生产基地。公司成立伊始就致力于以绿色科技进行染料、颜料中间体等精细化学品的研发、生产,以“用绿色科技,为世界添彩”为企业使命, 荣膺高新技术企业称号,并就管理体系取得ISO9001:2008 质量管制体系、环境管理体系 ISO14001:2004 及职业健康及安全管理体系GB/T28001-2011 认证。 彩客的产品主要涉及染料中间体系列:DSD酸、NTS、DNS ,颜料中间体系列:DMSS、DMS、 DIPS、DMAS等产品,农药中间体及其他:PNT、ONT、OT、NMP、GBL等产品。 2017年面对前景广阔的新能源汽车及新能源材料市场, 进军锂电行业,正在建设年产能15000吨的磷酸铁生产线,生产线即将投入运行,同时与第三方合作将现有 NMP产品进一步拓展至碳纳米管浆料产品领域 。 根据全球独立咨询公司沙利文的数据,2016年DSD酸占世界市场份额约为 53%,DMSS占世界市场份额的约43.7%,DIPS占世界市场份额的19.8%。公司的产品多为全球化工产品生产商所用,凭借稳定及优质的产品,公司的环保优势,彩客的伙伴遍及全球。现彩客化学除中国大陆外,产品出口到欧美等国家和地区 ,并与世界及国内知名的化工公司昂高、巴斯夫、Indulor、传化等主要客户建立了平均约10年的合作关系。",False,8.420595e+08,4.942529,-28.353672,0.437967
